subject,condition,encode_phase,response_phase,prop,mem_prop,_count,mem_count,group
109,1,3,1,0.0,0.0,0,0,ptsd
109,1,3,2,0.25,0.2777777777777778,6,5,ptsd
109,1,3,3,0.75,0.7222222222222222,18,13,ptsd
109,2,1,1,0.375,0.4444444444444444,9,8,ptsd
109,2,1,2,0.375,0.3333333333333333,9,6,ptsd
109,2,1,3,0.25,0.2222222222222222,6,4,ptsd
109,2,2,1,0.0,0.0,0,0,ptsd
109,2,2,2,0.8333333333333334,0.8823529411764706,20,15,ptsd
109,2,2,3,0.16666666666666666,0.1176470588235294,4,2,ptsd
109,2,3,1,0.125,0.1176470588235294,3,2,ptsd
109,2,3,2,0.5416666666666666,0.7058823529411765,13,12,ptsd
109,2,3,3,0.3333333333333333,0.17647058823529413,8,3,ptsd
110,1,1,1,0.4166666666666667,0.4117647058823529,10,7,ptsd
110,1,1,2,0.3333333333333333,0.4705882352941176,8,8,ptsd
110,1,1,3,0.25,0.1176470588235294,6,2,ptsd
110,1,2,1,0.25,0.2222222222222222,6,4,ptsd
110,1,2,2,0.375,0.3888888888888889,9,7,ptsd
110,1,2,3,0.375,0.3888888888888889,9,7,ptsd
110,1,3,1,0.2916666666666667,0.2727272727272727,7,3,ptsd
110,1,3,2,0.2916666666666667,0.4545454545454545,7,5,ptsd
110,1,3,3,0.4166666666666667,0.2727272727272727,10,3,ptsd
110,2,1,1,0.20833333333333331,0.2727272727272727,5,3,ptsd
110,2,1,2,0.2916666666666667,0.2727272727272727,7,3,ptsd
110,2,1,3,0.5,0.4545454545454545,12,5,ptsd
110,2,2,1,0.20833333333333331,0.1176470588235294,5,2,ptsd
110,2,2,2,0.20833333333333331,0.17647058823529413,5,3,ptsd
110,2,2,3,0.5833333333333334,0.7058823529411765,14,12,ptsd
110,2,3,1,0.25,0.375,6,3,ptsd
110,2,3,2,0.16666666666666666,0.125,4,1,ptsd
110,2,3,3,0.5833333333333334,0.5,14,4,ptsd
111,1,1,1,0.25,0.2272727272727273,6,5,ptsd
111,1,1,2,0.7083333333333334,0.7272727272727273,17,16,ptsd
111,1,1,3,0.04166666666666666,0.045454545454545456,1,1,ptsd
111,1,2,1,0.125,0.13636363636363635,3,3,ptsd
111,1,2,2,0.7916666666666666,0.8181818181818182,19,18,ptsd
111,1,2,3,0.08333333333333333,0.045454545454545456,2,1,ptsd
111,1,3,1,0.125,0.10526315789473684,3,2,ptsd
111,1,3,2,0.875,0.8947368421052632,21,17,ptsd
111,1,3,3,0.0,0.0,0,0,ptsd
111,2,1,1,0.3333333333333333,0.42857142857142855,8,6,ptsd
111,2,1,2,0.0,0.0,0,0,ptsd
111,2,1,3,0.6666666666666666,0.5714285714285714,16,8,ptsd
111,2,2,1,0.25,0.17647058823529413,6,3,ptsd
111,2,2,2,0.125,0.17647058823529413,3,3,ptsd
111,2,2,3,0.625,0.6470588235294118,15,11,ptsd
111,2,3,1,0.25,0.07692307692307693,6,1,ptsd
111,2,3,2,0.125,0.15384615384615385,3,2,ptsd
111,2,3,3,0.625,0.7692307692307693,15,10,ptsd
112,1,1,1,0.08333333333333333,0.07692307692307693,2,1,ptsd
112,1,1,2,0.7916666666666666,0.9230769230769232,19,12,ptsd
112,1,1,3,0.125,0.0,3,0,ptsd
112,1,2,1,0.08333333333333333,0.0,2,0,ptsd
112,1,2,2,0.7916666666666666,1.0,19,10,ptsd
112,1,2,3,0.125,0.0,3,0,ptsd
112,1,3,1,0.08333333333333333,0.0,2,0,ptsd
112,1,3,2,0.5416666666666666,0.6666666666666666,13,4,ptsd
112,1,3,3,0.375,0.3333333333333333,9,2,ptsd
112,2,1,1,0.2916666666666667,0.2727272727272727,7,3,ptsd
112,2,1,2,0.4583333333333333,0.4545454545454545,11,5,ptsd
112,2,1,3,0.25,0.2727272727272727,6,3,ptsd
112,2,2,1,0.5,0.2,12,1,ptsd
112,2,2,2,0.16666666666666666,0.6,4,3,ptsd
112,2,2,3,0.3333333333333333,0.2,8,1,ptsd
112,2,3,1,0.2916666666666667,0.5,7,2,ptsd
112,2,3,2,0.375,0.5,9,2,ptsd
112,2,3,3,0.3333333333333333,0.0,8,0,ptsd
113,1,1,1,0.4583333333333333,0.625,11,5,ptsd
113,1,1,2,0.20833333333333331,0.375,5,3,ptsd
113,1,1,3,0.3333333333333333,0.0,8,0,ptsd
113,1,2,1,0.3333333333333333,0.4444444444444444,8,4,ptsd
113,1,2,2,0.375,0.4444444444444444,9,4,ptsd
113,1,2,3,0.2916666666666667,0.1111111111111111,7,1,ptsd
113,1,3,1,0.4583333333333333,0.75,11,6,ptsd
113,1,3,2,0.3333333333333333,0.25,8,2,ptsd
113,1,3,3,0.20833333333333331,0.0,5,0,ptsd
113,2,1,1,0.2916666666666667,0.42857142857142855,7,3,ptsd
113,2,1,2,0.3333333333333333,0.2857142857142857,8,2,ptsd
113,2,1,3,0.375,0.2857142857142857,9,2,ptsd
113,2,2,1,0.25,0.5,6,3,ptsd
113,2,2,2,0.4166666666666667,0.5,10,3,ptsd
113,2,2,3,0.3333333333333333,0.0,8,0,ptsd
113,2,3,1,0.375,0.25,9,1,ptsd
113,2,3,2,0.3333333333333333,0.5,8,2,ptsd
113,2,3,3,0.2916666666666667,0.25,7,1,ptsd
114,1,1,1,0.0,0.0,0,0,ptsd
114,1,1,2,0.9166666666666666,1.0,22,14,ptsd
114,1,1,3,0.08333333333333333,0.0,2,0,ptsd
114,1,2,1,0.0,0.0,0,0,ptsd
114,1,2,2,1.0,1.0,24,20,ptsd
114,1,2,3,0.0,0.0,0,0,ptsd
114,1,3,1,0.0,0.0,0,0,ptsd
114,1,3,2,0.875,1.0,21,15,ptsd
114,1,3,3,0.125,0.0,3,0,ptsd
114,2,1,1,0.08333333333333333,0.1,2,1,ptsd
114,2,1,2,0.75,0.9,18,9,ptsd
114,2,1,3,0.16666666666666666,0.0,4,0,ptsd
114,2,2,1,0.16666666666666666,0.0,4,0,ptsd
114,2,2,2,0.5833333333333334,0.8181818181818182,14,9,ptsd
114,2,2,3,0.25,0.18181818181818185,6,2,ptsd
114,2,3,1,0.20833333333333331,0.0,5,0,ptsd
114,2,3,2,0.375,0.75,9,3,ptsd
114,2,3,3,0.4166666666666667,0.25,10,1,ptsd
116,1,1,1,0.08333333333333333,0.0,2,0,ptsd
116,1,1,2,0.6666666666666666,0.8,16,4,ptsd
116,1,1,3,0.25,0.2,6,1,ptsd
116,1,2,1,0.08333333333333333,0.0,2,0,ptsd
116,1,2,2,0.7083333333333334,1.0,17,5,ptsd
116,1,2,3,0.20833333333333331,0.0,5,0,ptsd
116,1,3,1,0.125,0.0,3,0,ptsd
116,1,3,2,0.7083333333333334,1.0,17,1,ptsd
116,1,3,3,0.16666666666666666,0.0,4,0,ptsd
116,2,1,1,0.4166666666666667,0.0,10,0,ptsd
116,2,1,2,0.4166666666666667,1.0,10,4,ptsd
116,2,1,3,0.16666666666666666,0.0,4,0,ptsd
116,2,2,1,0.625,0.0,15,0,ptsd
116,2,2,2,0.20833333333333331,1.0,5,2,ptsd
116,2,2,3,0.16666666666666666,0.0,4,0,ptsd
116,2,3,1,0.5416666666666666,0.0,13,0,ptsd
116,2,3,2,0.2916666666666667,1.0,7,1,ptsd
116,2,3,3,0.16666666666666666,0.0,4,0,ptsd
117,1,1,1,0.4166666666666667,0.3636363636363637,10,4,ptsd
117,1,1,2,0.4166666666666667,0.4545454545454545,10,5,ptsd
117,1,1,3,0.16666666666666666,0.18181818181818185,4,2,ptsd
117,1,2,1,0.375,0.3333333333333333,9,6,ptsd
117,1,2,2,0.3333333333333333,0.3888888888888889,8,7,ptsd
117,1,2,3,0.2916666666666667,0.2777777777777778,7,5,ptsd
117,1,3,1,0.08333333333333333,0.2,2,1,ptsd
117,1,3,2,0.3333333333333333,0.4,8,2,ptsd
117,1,3,3,0.5833333333333334,0.4,14,2,ptsd
117,2,1,1,0.2916666666666667,0.3125,7,5,ptsd
117,2,1,2,0.4166666666666667,0.5,10,8,ptsd
117,2,1,3,0.2916666666666667,0.1875,7,3,ptsd
117,2,2,1,0.08333333333333333,0.05263157894736842,2,1,ptsd
117,2,2,2,0.5833333333333334,0.6842105263157895,14,13,ptsd
117,2,2,3,0.3333333333333333,0.2631578947368421,8,5,ptsd
117,2,3,1,0.20833333333333331,0.2222222222222222,5,2,ptsd
117,2,3,2,0.2916666666666667,0.5555555555555556,7,5,ptsd
117,2,3,3,0.5,0.2222222222222222,12,2,ptsd
118,1,1,1,0.0,0.0,0,0,ptsd
118,1,1,2,0.625,0.8181818181818182,15,9,ptsd
118,1,1,3,0.375,0.18181818181818185,9,2,ptsd
118,1,2,1,0.0,0.0,0,0,ptsd
118,1,2,2,0.6666666666666666,0.8,16,8,ptsd
118,1,2,3,0.3333333333333333,0.2,8,2,ptsd
118,1,3,1,0.0,0.0,0,0,ptsd
118,1,3,2,0.4166666666666667,0.8333333333333334,10,5,ptsd
118,1,3,3,0.5833333333333334,0.16666666666666666,14,1,ptsd
118,2,1,1,0.0,0.0,0,0,ptsd
118,2,1,2,0.5,0.6666666666666666,12,2,ptsd
118,2,1,3,0.5,0.3333333333333333,12,1,ptsd
118,2,2,1,0.0,0.0,0,0,ptsd
118,2,2,2,0.3333333333333333,0.5,8,3,ptsd
118,2,2,3,0.6666666666666666,0.5,16,3,ptsd
118,2,3,1,0.0,0.0,0,0,ptsd
118,2,3,2,0.3333333333333333,0.5,8,1,ptsd
118,2,3,3,0.6666666666666666,0.5,16,1,ptsd
